"","id","outliersPro","estimated_rate_Before_Handling","estimated_rate_After_Q_b_F_C","estimated_rate_After_mean","estimated_rate_After_median","Before_P_value","Q_b_F_C_P_value","mean_P_value","median_P_value"
"763",8715,0.109965635738832,1.24256019257545,1.65539470987825,2.63154923003175,2.91807332640644,0,0,0,0
"764",8719,0.0901408450704225,0.56109306171921,0.660567659140335,0.888847102178106,0.924765813532659,0,0,5e-04,0
"765",8720,0.0480349344978166,5.74356723849904,7.2953418419622,7.27687507938428,7.2802100454411,0,1,1,1
"766",8722,0.00889192886456908,0.317367457923531,0.318391451883763,0.327213173431199,0.328311701649762,0.165,0.2135,0.399,0.342
"767",8724,0.0769230769230769,0.521688858416161,0.577328482325423,0.719238372889357,0.734831892876653,0.002,0.509,0.98,0.95
"768",8725,0.105189340813464,1.24909059550481,1.59790332775897,2.41551023577593,2.58771521570676,0,0,0,0
"769",8734,0.0874368686868687,0.895976376773301,1.04329062712485,1.42637683995588,1.50560124199163,0,0,0,0
"770",8740,0.0668647845468053,0.499132575732682,0.562611667965914,0.706565131702952,0.731710075183297,0,0,5e-04,0
"771",8759,0.0720338983050847,0.406674515343866,0.458839068673851,0.587375342436201,0.609960645612044,0,0,0,0
"772",8766,0.0278637770897833,0.610646620362539,0.629062915071404,0.669487793391019,0.671752964906422,0.99,1,1,1
"773",8780,0.036231884057971,0.114979095442737,0.139945931438063,0.154682461856961,0.157202701113171,0,0.0375,0.0605,0.035
"774",8793,0.0262697022767075,0.419273758254423,0.430395264791767,0.462604910626841,0.466573171801142,0.1175,0.949,0.9995,0.9985
"775",8810,0.0392584514721919,0.495452534251961,0.505596403285494,0.558723580380627,0.565945159486809,0.789,0.9925,1,1
"776",8818,0.0747398297067171,0.38319431335425,0.423137256647585,0.509566750255519,0.519283937714321,0.001,0.9975,1,1
"777",8821,0.0869996692027787,0.963830834522054,1.08285908642277,1.47942077339093,1.57117361367258,0,0,0,0
"778",8822,0.0567010309278351,0.365376599948596,0.402782021481878,0.478444576293627,0.48985226150651,0,0.034,0.122,0.05
"779",8823,0.0016366612111293,0.125583340778445,0.125696273302229,0.126394643410861,0.12649188363415,0.004,5e-04,0.007,0.0045
"780",8838,0.0165289256198347,0.315246541895969,0.317401908429266,0.330721170105205,0.332086355880853,0.9785,0.9875,1,0.999
"781",8841,0.0567375886524823,0.235521415546784,0.250644604235277,0.306754506228308,0.317439420100623,0,0,0,0
"782",8847,0.0794297352342159,0.230788487561518,0.244772845598107,0.314118116973496,0.326742113471727,0,0.008,0.132,0.019
"783",8857,0.14214463840399,1.04085589251041,1.71218001724051,3.06924006616106,3.38735273410097,0,0,0,0
"784",8873,0.123198847262248,0.424780244265573,0.583648097357523,0.971899179086988,1.06499091850236,0,0,0,0
"785",8889,0.00922509225092251,0.366300916763421,0.370872050186104,0.378616139368259,0.379363792193285,1,1,1,1
"786",8896,0.0756302521008403,0.311469861375159,0.348846874025548,0.442533259718621,0.455534845802969,0.0015,0.2125,0.667,0.4905
"787",8897,0.0681818181818182,2.20122284763575,2.74997408064129,3.44235139727232,3.59855502493981,0,0.0205,0.0345,0.007
"788",8900,0.0306423099587507,0.568862673344434,0.581230832906597,0.635177507618948,0.641572677158166,0.02,0.346,0.872,0.7695
"789",8926,0.0542635658914729,1.02950060360051,1.0720089080417,1.25356598493602,1.2841588756522,0.018,0.104,0.2445,0.127
"790",8950,0.0893665158371041,0.254866233044145,0.290300788687559,0.381240743224358,0.39581966898136,0,0.004,0.066,0.0035
"791",8954,0.0768431983385254,1.02414901799678,1.16289804290825,1.47408247292091,1.52010411700058,0,0,0.1295,0.001
"792",8955,0,0.0818501674521582,0.0818501674521582,0.0818501674521582,0.0818501674521582,0.9995,0.9995,0.9995,0.9985
"793",8956,0.102990033222591,0.488166890734125,0.612244031106027,0.920178611899283,0.997463385094377,0,0,0,0
"794",8958,0.0517241379310345,0.472936799760176,0.51446661598111,0.59170603432175,0.600171383459752,5e-04,0.6795,0.9715,0.9245
"795",8972,0.00232558139534884,0.0904467119096247,0.0906560490538252,0.091468809745789,0.0915187264243236,0.998,0.9995,1,1
"796",8985,0.0733496332518337,0.200765728973954,0.215203321778123,0.261648630748613,0.269523873709242,0.011,0.367,0.758,0.495
"797",8994,0.0615229450327786,0.62967578775088,0.656506000696022,0.773841578359879,0.788121868512284,0.007,0.721,0.9995,0.9915
"798",8996,0.0078125,0.529166136721057,0.536436467507585,0.548787071186537,0.550661972637172,0.174,0.2985,0.341,0.3245
"799",9008,0.120603015075377,0.58293996879726,0.816074504076318,1.33187598823856,1.45865610947153,0,0,0,0
"800",9011,0.0863787375415282,0.794505039462149,0.929131411502119,1.2932183064398,1.38227155520072,0,0,0,0
"801",9026,0.124194241512677,0.683238760668194,0.949514903964276,1.49975684808301,1.62570638517403,0,0,0,0
"802",9043,0.0631229235880399,0.621716753982868,0.665697780777583,0.783296236480761,0.797017362176299,0,0.999,1,1
"803",9059,0.0143198090692124,0.510344333800747,0.513068902934689,0.532373235619042,0.534066474713401,1,1,1,1
"804",9062,0.0635975320360702,0.446605547198733,0.487793392508951,0.598511657073799,0.617591738421174,0,0,0,0
"805",9063,0,0.12875855272837,0.12875855272837,0.12875855272837,0.12875855272837,0.26,0.232,0.243,0.2745
"806",9079,0.0893854748603352,1.4093734787154,1.77663638218487,2.34289024084709,2.42543886988563,0,0,0.164,0.0015
"807",9083,0.0532544378698225,0.384228385430612,0.409962714972446,0.487900016454168,0.50211163022277,0,0,0,0
"808",9089,0.103004291845494,0.797877145748554,0.918222593391083,1.2823047428135,1.35301670119094,0,0,0.0065,0
"809",9101,0.0164765525982256,0.29145747350454,0.294578225594143,0.308548126315139,0.310139069057694,0.345,0.6345,0.8375,0.7855
"810",9131,0.0333333333333333,0.415858256150744,0.427803032532619,0.468734732386311,0.47356736561103,0.166,0.942,1,0.9995
"811",9145,0.102671755725191,0.920951375883731,1.11060502844132,1.51789846798008,1.58792584210509,0,0,0.2245,5e-04
"812",9146,0.0177917320774464,0.424102034838386,0.433129642757209,0.455291367207246,0.457826624190559,0.159,0.9915,1,1
"813",9149,0.0531722054380665,0.667656614735727,0.707531296821278,0.813509584487483,0.8264312698014,0.001,0.725,0.9995,0.9725
"814",9155,0.0701754385964912,0.70209415160912,0.74569512389188,0.960468787442143,1.00436107105581,0.0055,0.0275,0.083,0.029
"815",9161,0.0741516547968161,0.490667347933208,0.55150571079628,0.705101992134206,0.730260760081734,0,0,0,0
"816",9188,0.041958041958042,0.19189049158289,0.265331002306292,0.312785776797174,0.32059944061034,0,0.004,0.018,0.01
"817",9204,0.0315848843767626,0.42655211700289,0.43571027517031,0.480181223318582,0.486699864641958,0,0.0055,0.103,0.025
"818",9244,0.0798084596967279,0.375894458257881,0.431499831813804,0.575303844915943,0.601747290086892,0,0,0,0
"819",9246,0,0.0889298003815743,0.0889298003815743,0.0889298003815743,0.0889298003815743,1,1,1,0.9985
"820",9252,0.0704607046070461,0.32328176734653,0.401790566370037,0.498109902181636,0.512100706358493,0,0.1775,0.7735,0.5125
"821",9269,0.0179640718562874,0.29020388646778,0.291018193310937,0.304862939570611,0.305591691701971,0.9125,0.932,0.966,0.974
"822",9285,0.0680903744970597,0.760887124648901,0.865980694272514,1.07092703058578,1.1032305319447,0,0,0.0035,0
"823",9289,0.0489130434782609,0.759177700543033,0.800088570821328,0.920526433014872,0.936983484852965,0.0035,0.1325,0.3235,0.2125
"824",9290,0.101040118870728,0.668018248859182,0.779416766654691,1.05309116948591,1.09064635694953,0,0.0575,0.992,0.77
"825",9297,0.0445544554455446,0.286608500457508,0.30303163298959,0.34011607656136,0.345334072257344,0.0295,0.3935,0.577,0.458
"826",9300,0.0492424242424242,0.171019189674982,0.176548684576973,0.200586348878618,0.205079556156397,0.0605,0.2105,0.2875,0.188
"827",9316,0.0793413173652695,0.212318501393015,0.228542331434865,0.307187613192603,0.321344476923001,0,0,5e-04,0
"828",9321,0.0263459335624284,0.472892529856974,0.488767951892541,0.523874062332441,0.528120731692273,0.074,0.9735,0.9995,0.999
"829",9360,0.00279850746268657,0.417212074726836,0.417704091877138,0.420808571725922,0.421100459976559,1,1,1,1
"830",9383,0.147321428571429,0.676921420357271,1.35913717507894,2.11411810090921,2.21870044946014,0,0.187,0.9995,0.945
"831",9399,0.0757763975155279,0.817820236139668,0.914301201427787,1.16608988112956,1.21410524299572,0,0,0,0
"832",9411,0.0611295681063123,0.58866005463064,0.626658820738324,0.760011002700788,0.779525164903386,0,0,0.0205,0.0015
"833",9422,0.0256410256410256,0.229725503964697,0.231487192745372,0.248004997743887,0.250545486222804,0.222,0.2865,0.361,0.2895
"834",9425,0.0459719789842382,0.858082177096242,0.928358665600975,1.08306433907131,1.11211830609506,0,0,0,0
"835",9441,0.00263157894736842,0.579437837495558,0.579682113449016,0.583266362673327,0.583535596946424,1,1,1,1
"836",9449,0.061950606948514,0.886811507947112,0.949350008013009,1.13573285798439,1.15940684501009,0,0.006,0.531,0.1305
"837",9450,0.0281899109792285,0.374864314309999,0.37789936348962,0.406507217276119,0.40987061004751,0.978,0.9945,1,1
"838",9455,0.0984513274336283,0.238267204123903,0.276773207491764,0.411290494707873,0.443726348165142,0,0,0,0
"839",9457,0.074839629365645,0.819128571274612,0.925047192666722,1.13883763945766,1.1655100225799,0,0.4965,0.996,0.978
"840",9470,0.086687306501548,0.181945408200601,0.198153922001358,0.263402757778284,0.276147285257363,0,0,0,0
"841",9478,0.0598179453836151,0.408086969858268,0.443202468709131,0.529671621558273,0.542489528418707,0,0.0275,0.2205,0.0645
"842",9480,0.0747800586510264,1.53803267397207,1.79703976373815,2.21669251613964,2.26743798915013,0,0.3285,0.995,0.916
"843",9481,0.0154095701540957,0.426185544667149,0.430371770776269,0.44866578314052,0.450697498654967,0.957,0.994,1,1
"844",9486,0.114886731391586,0.974705184013651,1.25234253625591,1.97603642005576,2.16302120996166,0,0,0,0
"845",9494,0.0742526518804243,0.615862880144998,0.685378998581966,0.868537898966854,0.903825249023724,0,0,0,0
"846",9517,0.0619781631342325,0.699758858209503,0.759515493332358,0.898869876161715,0.915502914933255,0,0.9205,1,1
"847",9542,0.076,1.03359647671073,1.1557340429893,1.45448354358597,1.49625105366981,0,0.019,0.2785,0.075
"848",9565,0.0522388059701493,0.438989433622516,0.495406625885294,0.585880759939094,0.60159822521324,0,0,0,0
"849",9566,0.129390018484288,0.236705577416462,0.347299117757491,0.560680722517324,0.604416557360304,0,0,0.0015,0
"850",9570,0.0447330447330447,0.582766212789987,0.606013039075326,0.688063267211244,0.699598873065701,0.0385,0.56,0.9525,0.8775
"851",9575,0.0477308294209703,0.292541934982435,0.312039219005902,0.361133994672573,0.368524946456822,0,0.001,0.041,0.007
"852",9618,0.0531208499335989,0.893711088688911,0.933118571593889,1.08498958377888,1.1057372478148,0.003,0.2505,0.7875,0.5575
"853",9633,0.08300395256917,0.387042166867779,0.474470915988335,0.625892095119265,0.649948259447471,0,0,0.002,0
"854",9646,0.0392561983471074,0.62524311665998,0.63914173905848,0.716423737466053,0.729439002218759,0.0105,0.0685,0.1855,0.09
"855",9660,0.0020703933747412,0.489823511467627,0.490504063266793,0.493460200183653,0.493796025266815,0.9455,0.967,0.973,0.974
"856",9668,0.0668425681618294,0.819617310369412,0.889280082896956,1.08402083286773,1.10829019658536,0,0.0045,0.6065,0.1855
"857",9672,0.12255023567353,0.916133183064887,1.30194736223664,2.14286002367505,2.35861417078947,0,0,0,0
"858",9698,0.0791298865069357,0.897535600222315,1.01923399976051,1.28304475988415,1.32038755235785,0,0.044,0.997,0.773
"859",9700,0,0.107264652472821,0.107264652472821,0.107264652472821,0.107264652472821,0.727,0.719,0.717,0.7065
"860",9716,0.0474820143884892,0.307521783532533,0.323924781285225,0.372142469056229,0.376725870446447,0.018,0.896,1,1
"861",9750,0.16949806949807,0.558125399963839,1.98080795107192,4.32453803007607,4.89623592272323,0,0,0,0
"862",9753,0.0161082474226804,0.41265413538182,0.416843891421132,0.434865258063623,0.437115308860191,0.9935,0.9995,1,1
"863",9771,0.0288461538461538,0.441724575313258,0.453134088134084,0.491034837489164,0.494996169030552,0.3275,0.6615,0.8435,0.8335
"864",9781,0.116343490304709,0.432980922066799,0.532498773415833,0.853669685493835,0.930758205480781,0,0,0,0
"865",9782,0.0271739130434783,0.397674711589965,0.404916213430247,0.429770765878275,0.432383323041443,0.875,0.975,0.9895,0.984
"866",9790,0.0485133020344288,0.679600468944825,0.713607567346047,0.833603739189168,0.852494448188156,0,0.002,0.011,0.002
"867",9803,0.08984375,0.563741802469359,0.763276637565416,0.998837795243086,1.03173689305725,0,0.053,0.157,0.0585
"868",9822,0.0823529411764706,0.697035738291546,0.765277994883544,0.985570324406085,1.02425518040088,0,0,0.003,0
"869",9864,0.0276883451384417,0.316390597465653,0.323325670890005,0.356294490694954,0.361759262332272,0,0,0,0
"870",9883,0.0598388952819333,0.679295870720423,0.721127400674475,0.867467568009405,0.887272127574063,0,0.009,0.2415,0.074
"871",9899,0.0413223140495868,0.543123457217947,0.553685529130332,0.619369171562231,0.627476384358652,0.307,0.8315,0.994,0.9845
"872",9902,0.00357142857142857,0.129667048886246,0.130937329299238,0.132141064250466,0.132255434149937,0.517,0.7115,0.736,0.7335
"873",9903,0,0.115485228632498,0.115485228632498,0.115485228632498,0.115485228632498,0.369,0.3635,0.3725,0.366
"874",9906,0.0810810810810811,0.62871693045732,0.724661853802221,0.957059394349005,1.00167886983326,0,0,0.0015,0
"875",9915,0.114421930870083,0.170934985441895,0.187137950288874,0.28296243344349,0.30104736026587,0,0,0.001,0
"876",9920,0.175,0.248831438741077,0.359805728481074,0.74508920073342,0.850139350997944,0,0.0015,0.001,0
"877",9926,0.0698438783894823,0.589213087892428,0.636931605387288,0.779325680444573,0.799505679765654,0,0.088,0.802,0.3965
"878",9948,0.0182841068917018,0.500807381451236,0.507183386116511,0.538856856781213,0.543202773894459,0.001,0.0085,0.031,0.019
"879",9949,0.10727969348659,0.270786537032625,0.35246033723068,0.536440619237786,0.569370352843249,0,0,0.002,0
"880",9961,0.00401606425702811,0.134415555501171,0.134715484585568,0.136102374439986,0.136356884599227,0.068,0.0705,0.0745,0.0665
"881",9984,0.0448658649398705,0.614889453678612,0.634631912250567,0.719622103956063,0.731267267022912,0,0.1635,0.8435,0.507
"882",10014,0.086436170212766,0.499947005995383,0.616772363109818,0.833572629686591,0.885720984391575,0,0,0,0
"883",10024,0.0239520958083832,0.399491477831722,0.404162688818848,0.431096929749354,0.434304323011718,0.8855,0.981,0.999,0.998
"884",10039,0.011090573012939,0.351343063184369,0.354239001413414,0.363755451953083,0.364032755764589,1,1,1,1
"885",10044,0.0718390804597701,0.78560664571653,0.942079990485727,1.18930108221932,1.23165604649635,0,0,0,0
"886",10047,0.0917602996254682,0.334204599846971,0.433088736653824,0.636936867165503,0.687812195506927,0,0,0,0
"887",10050,0.0570975416336241,0.632481425515555,0.669544578334541,0.773549817216561,0.784404122389266,0.021,0.999,1,1
"888",10053,0.151366503153469,1.20560756102217,2.60101511310425,4.78151619700873,5.2628289694597,0,0,0,0
"889",10064,0.068421052631579,0.974615822863103,1.07205603189374,1.30347236668916,1.33485004756572,0,0.138,0.9665,0.7385
"890",10074,0.122155688622754,1.24293714288467,1.9379395031397,2.77308377345514,2.86897216201212,0,0.27,1,0.9915
"891",10076,0.00869565217391304,0.679180099893596,0.683071945345335,0.699137497051702,0.700751876279749,0.9355,0.9755,0.9815,0.979
"892",10121,0.0278330019880716,0.582045122088545,0.603367895306646,0.657129746717532,0.664036869998,0.005,0.193,0.5115,0.376
"893",10123,0.0801144492131617,0.259409041460941,0.286649213994165,0.3790753287015,0.396225181041806,0,0,0,0
"894",10124,0.0492610837438424,0.781212420705815,0.833489713439454,0.958588772352563,0.972849277656343,0.008,0.4095,0.8445,0.7345
"895",10135,0.0493910690121786,0.400401156078499,0.442970773679846,0.523474108775859,0.535949717843833,0,0,0,0
"896",10138,0,0.357574586831797,0.357574586831797,0.357574586831797,0.357574586831797,1,1,1,1
"897",10150,0.123765432098765,0.968458430906542,1.41224051890764,2.13379811388558,2.26244654388646,0,0,0,0
"898",10166,0.0603448275862069,0.527573153295684,0.541265941542753,0.627827946542807,0.635661912695671,0.8655,0.9835,1,0.9995
"899",10169,0.0660611065235343,1.10351572947099,1.1979661581618,1.44448518249856,1.47654890863389,0,0.273,0.996,0.9435
"900",10170,0.0468277945619335,0.679652334359106,0.711717915797826,0.81219508699282,0.824843319945048,0,0.351,0.9785,0.8645
"901",10178,0.016812865497076,0.621264534161471,0.631819311283199,0.667984515685336,0.673822747552576,0,0,0,0
"902",10180,0.0869565217391304,0.963039285803928,1.14095793292359,1.64865354608795,1.76652807913535,0,5e-04,0.0015,5e-04
"903",10182,0.132208157524613,0.872815372381459,1.41971112319428,2.29352875818053,2.45938029984122,0,0,0.003,0
"904",10183,0.0771594400819392,0.695196604401011,0.778849745341699,0.983599900761196,1.01346958744024,0,0,0.3845,0.012
"905",10195,0,0.11623803910528,0.11623803910528,0.11623803910528,0.11623803910528,0.3475,0.336,0.338,0.346
"906",10196,0.06,0.847569348406325,0.911692402768705,1.10837801241108,1.14567951222793,0,0.0035,0.0055,0.001
"907",10198,0.0364238410596026,0.699685485792819,0.724444274801335,0.813811487245893,0.826072648000986,0.004,0.0375,0.103,0.057
"908",10202,0.173586139261196,0.800592123065868,2.09628661027839,4.86702427916572,5.65102592213911,0,0,0,0
"909",10207,0.09765625,0.725633872693878,0.817348487881002,1.05779457045464,1.08286389171852,0,0.7995,1,0.9965
"910",10218,0,0.0865003775001056,0.0865003775001056,0.0865003775001056,0.0865003775001056,0.94,0.9315,0.9335,0.941
"911",10226,0.0256,0.483291536320517,0.494230359485162,0.530582677447651,0.534584401514599,0.693,0.98,0.9995,1
"912",10260,0.0391644908616188,0.528269789928805,0.557013769724978,0.630332167540632,0.639451931462892,0.001,0.06,0.2695,0.161
"913",10262,0.0636833046471601,0.550663202919916,0.596944467165633,0.701632455753333,0.713376656032408,0.017,0.94,1,0.997
"914",10263,0.0182926829268293,0.521651077684497,0.529620965896201,0.564073871731093,0.569218255640869,0.0195,0.0295,0.0615,0.036
"915",10267,0,0.149039873864364,0.149039873864364,0.149039873864364,0.149039873864364,0.966,0.9605,0.962,0.9605
"916",10271,0.0331460674157303,0.493063145422711,0.510018168168858,0.558511912084495,0.564646371816527,0.0065,0.7015,0.986,0.9465
"917",10273,0.0177543186180422,0.55797150360307,0.568491256824623,0.597566142129974,0.600743050094425,0.464,0.989,1,0.9995
"918",10288,0.0545808966861598,0.57201494185585,0.589848966426073,0.680852260503221,0.690991553909277,0.5985,0.9505,1,0.9995
"919",10292,0.046070460704607,1.04583436362127,1.13367488462357,1.27943909541212,1.29796529018509,0.001,0.354,0.602,0.443
"920",10315,0,0.121611688047376,0.121611688047376,0.121611688047376,0.121611688047376,0.008,0.006,0.0055,0.0085
"921",10318,0.084648493543759,0.168273139863848,0.178595566827865,0.229064207889437,0.236145675795931,5e-04,0.0655,0.5775,0.237
"922",10332,0.0722222222222222,0.187190402014154,0.19588709725842,0.243126089029348,0.251531412889782,0.0335,0.1605,0.4095,0.2165
"923",10340,0.0760095011876485,0.679431334966222,0.759088216037885,0.980179445665481,1.02256305784499,0,0.002,0.003,0
"924",10348,0.077634011090573,0.254204600851107,0.285612980355673,0.36594443448748,0.379215358218663,0,0.002,0.02,0.001
"925",10356,0.0501650165016502,0.420753956307791,0.4592644776165,0.546740081949574,0.559661691483256,0,0,0,0
"926",10379,0.0706713780918728,0.570082459359997,0.625343020835137,0.762708247173429,0.778336224981553,0,0.5465,0.9995,0.9995
"927",10391,0.0306603773584906,0.618144881583291,0.623978596349132,0.681576650876424,0.687490446612229,0.6735,0.7935,0.978,0.9635
"928",10402,0.0284552845528455,0.613878818789301,0.625362724838813,0.676657457257543,0.682579967679494,0.4635,0.9225,0.999,0.9945
"929",10416,0.0735135135135135,0.197307364437746,0.212432861580043,0.271301383040976,0.280264080209561,0,0,5e-04,0
"930",10457,0.065843621399177,0.356111822182318,0.400321934597688,0.486796785112896,0.498668043876195,0,0.029,0.409,0.128
"931",10463,0.158576051779935,0.525760698370383,1.28647325284263,2.76721946129362,3.17578891052345,0,0,0,0
"932",10469,0.0541871921182266,0.352224008922979,0.366498640049925,0.418125379706091,0.424019985562692,0.7405,0.997,1,1
"933",10485,0.0505979760809568,0.647653797668187,0.676102018488189,0.775991474455747,0.788624243680285,0,0.831,0.999,0.996
"934",10488,0.0110041265474553,0.452397059908738,0.456497041471238,0.469783208755858,0.470882075396709,1,1,1,1
"935",10500,0.0110921501706485,0.47962083030869,0.483734023364583,0.499103267110465,0.500962161099519,0.8375,0.963,0.992,0.9885
"936",10517,0.0935135135135135,1.25965164476873,1.59020617432571,2.19433764075378,2.29912356254289,0,0,0,0
"937",10535,0.0462962962962963,0.328909526914035,0.33273232041721,0.375889543954531,0.381636679056304,0.6655,0.751,0.9245,0.8865
"938",10554,0.0135746606334842,0.450589738312673,0.453655159798478,0.473274294131471,0.475579051385703,0.1715,0.226,0.3245,0.2745
"939",10570,0.0138248847926267,0.851678986892477,0.867307596120336,0.897895812358903,0.900209489450732,0.8875,0.9795,0.9955,0.9965
"940",10594,0,0.134756077377182,0.134756077377182,0.134756077377182,0.134756077377182,1,1,1,1
"941",10599,0.0632065775950668,0.665326255465695,0.70714062315261,0.854903271240497,0.878411883923954,0,0,0.0425,0.003
"942",10611,0.0072202166064982,0.271236746102712,0.271384748531562,0.276081472637894,0.276228248877346,1,1,0.9995,1
"943",10617,0.00564971751412429,0.223394981731522,0.223496805788584,0.226404984647164,0.22655597572673,0.999,0.999,0.9995,0.9995
"944",10627,0.0889513108614232,0.818291529926823,0.926709398631368,1.23427340856358,1.29471330486923,0,0,5e-04,0
"945",10648,0.0700778642936596,0.184570553888792,0.19400678142899,0.244056558178957,0.25099064758672,0,5e-04,0.0795,0.0175
"946",10659,0.0564516129032258,1.1416237377383,1.20918387262437,1.45923697753582,1.48776691020927,0.0085,0.073,0.233,0.1525
"947",10669,0.111807732497388,3.08431094956673,6.43639562726764,9.24904404025614,9.8254619260959,0,0,0.0135,0
"948",10671,0.0839160839160839,0.895312915056188,1.01673325460178,1.35447376206957,1.42617506488297,0,5e-04,0.002,0
"949",10674,0.0497397339502603,0.536083351673856,0.566324788313129,0.655742502387024,0.667695893150808,0,0.0055,0.1995,0.049
"950",10693,0.0502392344497608,0.709420808407182,0.781243903153507,0.906350161792187,0.923057109830571,0,0.096,0.342,0.185
"951",10730,0.0736196319018405,0.486740302470389,0.599887351106968,0.773746519388521,0.803189032903817,0,0.001,0.005,0.0015
"952",10735,0.0820385332504661,0.814599848898571,0.9484388235832,1.20746428264012,1.2425066206801,0,0.014,0.9935,0.6855
"953",10740,0.0747126436781609,0.591346499900344,0.635973217753569,0.800353347684763,0.823061334659845,0,0.006,0.3475,0.073
"954",10749,0.0542635658914729,0.775448801327044,0.852504649953493,0.9861607469921,1.00169862178601,5e-04,0.5995,0.8775,0.81
"955",10757,0.0572916666666667,0.695660925273965,0.745852833837786,0.868370448645341,0.883016310326296,0.032,0.6995,0.965,0.9155
"956",10761,0.0192307692307692,0.509752070475164,0.519857953723019,0.547226831695388,0.550386109846975,0.8245,1,1,1
"957",10775,0.0827702702702703,0.516970368905642,0.562746536158684,0.700883060995655,0.71796421895562,0.004,0.7905,0.999,0.9925
"958",10784,0.0555555555555556,0.247674064316422,0.263618858702074,0.324960335463313,0.336793651315957,0,0.001,0.0075,5e-04
"959",10789,0.0280373831775701,0.530223199084401,0.53432833694297,0.58319005316336,0.589345188754039,0.069,0.0995,0.2805,0.205
"960",10790,0.141325536062378,0.244451561300474,0.330429104637094,0.55171742550743,0.586931322814904,0,0,0,0
"961",10802,0.12568306010929,0.221867112620636,0.26874002241854,0.442841075981886,0.477930239160489,0,0,0,0
"962",10805,0.0303448275862069,0.618433150951692,0.636797528080568,0.70618410560289,0.717202021210282,0,0,0,5e-04
"963",10808,0.0404761904761905,0.614631149433267,0.63569789921789,0.713806708702239,0.723282324421232,0,0.236,0.921,0.733
"964",10812,0.0756620428751576,0.333283113578696,0.37539427082016,0.480393929678755,0.49703395649576,0,0,0,0
"965",10813,0.185087255420412,0.475581296401396,4656.36077660194,9450.76585381948,11597.2733481977,0,0,0,0
"966",10834,0.0221674876847291,0.3617883559091,0.366473521083533,0.387517307914379,0.389555733878001,1,1,1,1
"967",10837,0.0500338066260987,0.301033890947263,0.321674020200347,0.377682702844079,0.385214432117636,0,0,0.0575,0.0065
"968",10841,0.0454545454545455,0.462470054710792,0.480477558106537,0.543019579159275,0.551512831201104,0.129,0.3475,0.482,0.403
"969",10847,0.117780294450736,0.20375504481097,0.243695631121266,0.37795269637346,0.405312361217853,0,0,0,0
"970",10852,0.098694942903752,1.20704668058237,1.56033107812077,2.20900468121836,2.34787932974657,0,0,0,0
"971",10857,0.0866425992779783,0.582603301618702,0.682172839489189,0.880779889381178,0.909213948082437,0,0.005,0.772,0.1165
"972",10858,0.0345070422535211,0.536179419454038,0.555345563236594,0.607557614497557,0.61357984379493,0.0735,0.958,1,0.9965
"973",10859,0.0461215932914046,0.234422258048327,0.247452093544742,0.288909982707608,0.296918046416727,0,0,0,0
"974",10891,0.0605095541401274,0.43610939604446,0.511974599143707,0.622301237337515,0.640869369182967,0,0,0,0
"975",10899,0.0737033666969973,0.503034495313953,0.536652587870569,0.699754149647565,0.740744904924804,0,0,0,0
"976",10901,0.0670391061452514,0.214528657403206,0.228697892597593,0.278281800387329,0.283950706826357,0.0035,0.2095,0.6235,0.4275
"977",10910,0.0758620689655172,0.175255878312825,0.188542094973896,0.232656834194808,0.237803565219908,0.1195,0.5505,0.9155,0.8545
"978",10931,0.138739431206764,0.790724033669299,0.983067990666165,1.74232936275292,1.8802211822281,0,0,0,0
"979",10948,0.107613050944476,0.359975746868086,0.457805336618643,0.636149386009712,0.661601524064877,0,5e-04,0.281,0.0085
"980",10951,0.0690737833594976,0.350839296018837,0.394420052533479,0.491113122411848,0.507508159242886,0,0,0.007,5e-04
"981",10965,0.0447204968944099,0.170569851579638,0.172268986400908,0.199215846588236,0.20376730620546,5e-04,0.001,0.005,5e-04
"982",10975,0.0846774193548387,0.712998810219299,0.935626564010208,1.31596108447209,1.4005694312526,0,0,0,0
"983",10998,0.105100463678516,0.316312807977402,0.380226590415447,0.540003360770512,0.564416474932415,0,0,0.003,0
"984",11027,0,0.150454483717632,0.150454483717632,0.150454483717632,0.150454483717632,0.0035,0.004,0.001,0.001
"985",11036,0.0975378787878788,0.315401558991814,0.411658069882548,0.583362341190142,0.614021416665003,0,0,0,0
"986",11043,0.054,0.565645462508541,0.584037490493707,0.672285898020598,0.681821548342325,0.3705,0.981,1,1
"987",11045,0.0811965811965812,0.794433299312605,0.858666330676704,1.05176761437284,1.0701294172465,0.138,0.9915,1,1
"988",11048,0.0606060606060606,0.210847898962262,0.241936740702883,0.296607783602907,0.304974741274086,0,0.012,0.0485,0.015
"989",11053,0.0410958904109589,0.678297703860453,0.696674786178033,0.780045695777451,0.789519940998451,0.1485,0.3085,0.484,0.4255
"990",11054,0.08300395256917,0.790690989401257,0.885887755250899,1.14755112658374,1.19557415751127,0,0,5e-04,0
"991",11059,0.0514172709294661,0.636923957891165,0.662922742812889,0.768703657989385,0.783255671366207,5e-04,0.208,0.921,0.715
"992",11063,0.0405727923627685,0.548855924325166,0.57098428236687,0.641129860996617,0.650753181068589,0,0.0535,0.536,0.2255
"993",11082,0,0.108360806299565,0.108360806299565,0.108360806299565,0.108360806299565,1,1,1,1
"994",11104,0.0417789757412399,0.161429688616362,0.162213105403267,0.185033791032772,0.187955482002785,0.0045,0.007,0.0705,0.03
