"","id","outliersPro","estimated_rate_Before_Handling","estimated_rate_After_Q_b_F_C","estimated_rate_After_mean","estimated_rate_After_median","Before_P_value","Q_b_F_C_P_value","mean_P_value","median_P_value"
"1846",20509,0.0552083333333333,0.314827156701475,0.331174404697355,0.389119156559518,0.397430913379049,0,0.0745,0.5165,0.2215
"1847",20520,0.046875,0.763125408773456,0.793566554406443,0.88975433114555,0.901817018365281,0.857,1,1,1
"1848",20527,0.0223152022315202,0.279972373624649,0.282947075546187,0.300804072656622,0.303157784956637,0.543,0.7815,0.95,0.9015
"1849",20529,0.077639751552795,0.190852512682724,0.20780522514385,0.264586203318112,0.275930881129666,5e-04,0.005,0.0245,0.002
"1850",20535,0.0986321094312455,0.955655588297315,1.10946806033971,1.56391450609857,1.65902086021084,0,0,0,0
"1851",20536,0.0347826086956522,0.0468300910954487,0.0561111980055972,0.0598291233471314,0.0589613951896466,0,1,1,1
"1852",20556,0.0878517501715854,1.02858635131882,1.17184705321206,1.44571978546249,1.47507665483701,0,1,1,1
"1853",20559,0.0418848167539267,0.196341640650722,0.202303780475995,0.231733328228068,0.236430114930875,0.0125,0.0425,0.1005,0.055
"1854",20563,0.0575842696629214,0.897113679948507,0.984450068996372,1.16712962648671,1.18970648902703,0,0.083,0.514,0.2845
"1855",20565,0.0342612419700214,0.207748505838677,0.213001719508502,0.234935871457832,0.23755942801185,0.134,0.477,0.822,0.7335
"1856",20580,0.0813232253618194,0.736119548728581,0.822374109929417,1.06934640648638,1.10731731604315,0,0,0.016,5e-04
"1857",20585,0.0821052631578947,0.530300132497665,0.600602695654399,0.80338716138002,0.856845640590613,0,0,0,0
"1858",20589,0.0462287104622871,0.504399002731014,0.548074138934384,0.625353126669875,0.634758972838433,0,0.179,0.491,0.3275
"1859",20602,0.0207972270363951,0.618738924827241,0.625058292546062,0.666515493603771,0.668534219639751,0.494,0.746,0.9615,0.9515
"1860",20603,0.0805210183540557,0.525781211144322,0.587501223899199,0.758941878294207,0.784737447540491,0,0,0.03,0
"1861",20607,0.023598820058997,0.280432589040899,0.282997932851019,0.303654791381579,0.306494474449544,0.2035,0.291,0.508,0.4265
"1862",20610,0.0401253918495298,0.340192643212572,0.351171287764105,0.391080365259034,0.395743586569689,0.54,0.9995,1,1
"1863",20611,0,0.0727424746031804,0.0727424746031804,0.0727424746031804,0.0727424746031804,1,1,1,1
"1864",20627,0.0639566395663957,1.99860198865618,2.23105867265843,2.71296907132996,2.78091907764443,0,0.002,0.384,0.05
"1865",20635,0.0533104041272571,0.6806436945844,0.712023098033036,0.836523020739535,0.854188886877491,0,0,0.0115,0
"1866",20650,0.0932126696832579,0.658098485320745,0.702926529704129,0.906217133732166,0.933939732314332,0.001,0.446,0.998,0.92
"1867",20653,0.0196463654223969,0.406073463342194,0.410491250601823,0.431574981674313,0.433908669650175,0.9985,1,1,1
"1868",20658,0.00408163265306122,0.487231985725994,0.487434744844882,0.492727174593215,0.493487729307129,0.617,0.6195,0.6295,0.649
"1869",20660,0.018882769472856,0.309573395780264,0.315891486382994,0.334348601945181,0.336992237199149,0.003,0.126,0.3675,0.239
"1870",20663,0.0101102941176471,0.468129864327001,0.475836042373244,0.488782103329815,0.490154182178068,0.8725,0.999,1,1
"1871",20670,0.0353009259259259,0.580079462988472,0.598708372697777,0.671495019675097,0.68286712479582,0,0,0,0
"1872",20677,0.0489913544668588,1.03332413328775,1.1155481723003,1.2796663627056,1.30371486125867,0.005,0.459,0.8625,0.7235
"1873",20684,0.0320924261874198,0.345862270661519,0.368724464081013,0.403473882389101,0.406599895664977,5e-04,0.96,1,0.999
"1874",20687,0.11448275862069,1.22912894301139,1.5628115564494,2.60794503916895,2.93630910943458,0,0,0,0
"1875",20696,0.0860215053763441,0.79545770958348,0.889625145134033,1.13804460799002,1.17098044001453,5e-04,0.184,0.6315,0.3725
"1876",20705,0.0703583061889251,0.663139846497732,0.702087934302042,0.876851615454559,0.905891549113561,0,0,5e-04,0
"1877",20712,0.118852459016393,0.479685973741673,0.610008407115584,0.952343442596202,1.02724706629788,0,0,0,0
"1878",20722,0.0636604774535809,0.458519244756237,0.494830578435204,0.586735840156661,0.59954173330537,0.005,0.332,0.666,0.456
"1879",20732,0.00143266475644699,0.158451314287415,0.158750978452194,0.15943070602344,0.159615905954148,0,0,0,0
"1880",20733,0.0430622009569378,0.287883306863155,0.307814189429725,0.34690127102765,0.351814591719659,0.0035,0.63,0.9385,0.869
"1881",20738,0.0672853828306264,0.637874517672727,0.667931964082044,0.810546660729932,0.828147988316181,0,0.0695,0.71,0.3675
"1882",20762,0.141528925619835,1.53424379694165,2.73709916653131,4.66045915459983,5.07260721252481,0,0,0,0
"1883",20768,0,0.131758635986048,0.131758635986048,0.131758635986048,0.131758635986048,0.2985,0.322,0.3195,0.313
"1884",20778,0.0852359208523592,0.392948917413519,0.443037013108433,0.581615720414344,0.60144060561029,0,0.004,0.101,0.0165
"1885",20791,0.0195549561699258,0.52242402616936,0.534066617672481,0.565408094222243,0.5689370163752,0.0045,0.281,0.6305,0.529
"1886",20792,0.0978915662650602,0.805216922670076,0.882588507600497,1.15726675679319,1.1956357905961,5e-04,0.3285,0.9615,0.7505
"1887",20824,0.0254957507082153,0.455885677975291,0.471757207001247,0.50305268302752,0.505365933557759,0.6775,0.9955,1,1
"1888",20835,0.0382978723404255,0.8391038246868,0.863727281337238,0.94150212300861,0.947363116379705,0.991,1,1,1
"1889",20846,0.0429594272076372,0.503046325961515,0.540245789878197,0.604431869574375,0.611638275843387,0,0.992,1,1
"1890",20855,0.0779220779220779,0.267116617006268,0.295204148699287,0.376460222575744,0.388511607146173,0,0.055,0.425,0.1725
"1891",20862,0.0755451713395639,0.330775633256895,0.371287478873627,0.469095535037402,0.483739914803925,0,0,0.056,0.0025
"1892",20863,0.107231920199501,0.400216242042371,0.497552407649095,0.76354751444329,0.832347301185128,0,0,0,0
"1893",20869,0.0530973451327434,0.159908361122258,0.160427518907445,0.190089578038771,0.196651982408391,0,0,0.001,0
"1894",20892,0.0596852957135106,0.654563212670135,0.699961843881368,0.827207088626122,0.843542066465536,0,0.3725,0.9945,0.912
"1895",20905,0.0680537494581708,0.570166205342164,0.633971148931497,0.771794521166022,0.790353373866071,0,0.14,0.9925,0.883
"1896",20909,0.0558930741190765,0.544945495504924,0.571901882289257,0.670893050051807,0.684329397299461,0.0015,0.1945,0.7685,0.4985
"1897",20923,0.0263157894736842,0.358201890697647,0.367257221790968,0.394454422014951,0.397418406860101,0.469,0.9565,0.996,0.992
"1898",20934,0.0317164179104478,0.298951717649159,0.305269312796048,0.333116653026036,0.33631361026073,0.6845,0.9535,0.998,0.999
"1899",20937,0.0717566016073479,0.369492565385939,0.398009654620058,0.496212640147716,0.511730587982769,0,0,0.014,0
"1900",20938,0.143049932523617,0.503290052270467,0.884745075345777,1.64857234423563,1.84560672718224,0,0,0,0
"1901",20943,0.12962962962963,0.638418516081845,0.975233498515581,1.70613917234584,1.89833969305925,0,0,0,0
"1902",20945,0.0674698795180723,0.604989589815625,0.646393120544219,0.797556728828749,0.818725698603473,5e-04,0.0335,0.193,0.08
"1903",20946,0.0647482014388489,0.438479068559509,0.478747050286076,0.56891776674446,0.579954378315381,0.0325,0.8425,0.9975,0.989
"1904",20948,0.0420168067226891,0.19724027300697,0.206968212758187,0.233149431701591,0.237708545647263,0.001,0.035,0.069,0.0315
"1905",20969,0.0876865671641791,0.294049971284204,0.346874507268906,0.474269710908526,0.502268878007674,0,0,0,0
"1906",20997,0.0744215134459037,0.631686094092695,0.697594349730671,0.84935897603293,0.867749130652854,0,0.907,1,1
"1907",21005,0.0678733031674208,0.539596893411223,0.567501348380664,0.699576448745794,0.71851096457964,0.0045,0.0355,0.0965,0.0385
"1908",21010,0.105015673981191,1.35224245044131,1.74004812776971,2.45418695990033,2.61997379769256,0,0,0,0
"1909",21020,0.0759803921568627,0.663492097702813,0.722954390223736,0.907852500757986,0.931078745584671,0,0.098,0.8435,0.576
"1910",21033,0.146464646464646,0.406255913862052,0.749277646645761,1.36504373327358,1.53276145941617,0,0,0,0
"1911",21034,0,0.232695812839928,0.232695812839928,0.232695812839928,0.232695812839928,0.7355,0.7265,0.7295,0.723
"1912",21036,0.11376858435682,0.43208083358772,0.538911369391301,0.90838834539084,1.0167020478009,0,0,0,0
"1913",21041,0.0286885245901639,0.483177346380406,0.518802340250244,0.567392862569726,0.574212968709382,0.004,0.2765,0.5205,0.411
"1914",21049,0.110336817653891,0.388506934457988,0.44038834630996,0.629719442887786,0.66537966997906,0,0,0,0
"1915",21058,0,0.1552102451327,0.1552102451327,0.1552102451327,0.1552102451327,0.046,0.043,0.035,0.0355
"1916",21069,0.0657327586206897,0.513644964817703,0.558634161624695,0.655170259383226,0.665013153520471,0,0.9995,1,1
"1917",21076,0.0680628272251309,0.354371068049851,0.388721322352592,0.477777885456447,0.489329372968889,0.0025,0.222,0.6205,0.432
"1918",21084,0.189817232375979,2.18845123974988,9.67214777757486,22.6431616545398,25.6084993259107,0,0,0,0
"1919",21090,0.0160427807486631,0.183923522975515,0.186168680207356,0.193137666275843,0.193662892282153,0.991,0.999,0.9995,1
"1920",21091,0.0313111545988258,0.293476838959603,0.296450187267621,0.320994613302747,0.323623057394184,0.918,0.9645,0.9965,0.995
"1921",21106,0.0323886639676113,0.522404589637686,0.534416753364383,0.588332634457625,0.59583877990675,0.052,0.179,0.336,0.246
"1922",21107,0.0524126455906822,0.265782461292096,0.285967883243879,0.335864631554608,0.343177101270671,0,0.004,0.1145,0.0175
"1923",21115,0.12707182320442,0.404156929724843,0.53778967332548,0.860656296325669,0.937786718613973,0,5e-04,0.0025,0
"1924",21117,0.003690036900369,0.460628010374595,0.460724539480169,0.464812005402758,0.465225620104052,0.9625,0.963,0.9625,0.962
"1925",21122,0.0220913107511046,0.48298011056421,0.490437040435536,0.516384809880536,0.519232136142484,0.9985,1,1,1
"1926",21127,0.0391061452513966,0.146524312150428,0.165936621100336,0.191794291274622,0.196252953273082,0,0.0035,0.01,0.004
"1927",21129,0.0238095238095238,0.573916918240397,0.5854444052372,0.624109806820801,0.629090850995748,0.3825,0.768,0.9325,0.883
"1928",21134,0.0361990950226244,0.0744246484802258,0.0799412511537239,0.0894132213034904,0.0898770909482446,0.0355,0.9275,1,0.9995
"1929",21139,0.0568181818181818,0.458087193574473,0.52229740086346,0.611509892502285,0.622199324078359,0,0.4735,0.9,0.7965
"1930",21143,0.031496062992126,0.256178810508492,0.265647926038484,0.292522642505799,0.296730325954957,0.0245,0.106,0.16,0.13
"1931",21167,0.0552884615384615,1.3515245182872,1.46901211386255,1.65424346185026,1.67033612757332,0.2085,1,1,1
"1932",21169,0.0789946140035907,0.672991824193296,0.71017028590658,0.881603197331396,0.902259700557166,0.032,0.486,0.967,0.8725
"1933",21181,0.0563380281690141,0.28027713477971,0.305420134815079,0.357126727689311,0.362679486310608,0.002,0.417,0.824,0.718
"1934",21187,0.00362976406533575,0.118628006912241,0.119301079677215,0.120575733940389,0.120690235544271,0.1765,0.262,0.303,0.2945
"1935",21188,0,0.422745738392469,0.422745738392469,0.422745738392469,0.422745738392469,1,1,1,1
"1936",21212,0.027027027027027,0.645586732510383,0.656843114272081,0.714489398539613,0.722504256184752,0.012,0.092,0.3035,0.189
"1937",21213,0.00471698113207547,0.605269449966609,0.605558858077551,0.612488266343887,0.612815147409685,0.9985,0.998,0.9995,0.999
"1938",21218,0.087719298245614,0.174498479342501,0.177243591309761,0.250440649895253,0.26624541739522,0,0,0,0
"1939",21234,0.0804289544235925,0.811372266357774,0.905054490633519,1.15289543272189,1.19053899665496,0,0.0025,0.3805,0.04
"1940",21260,0.110759493670886,0.323676344869977,0.451878343917719,0.654590772263989,0.694088953464608,0,0.002,0.017,5e-04
"1941",21264,0.0045662100456621,0.145157843950893,0.146752509098857,0.14867756092619,0.148924829665845,0.368,0.5665,0.6185,0.6015
"1942",21269,0.0898123324396783,0.769854476078913,0.941408205130892,1.31447763754497,1.40144083347601,0,0,0,0
"1943",21271,0.0789124668435013,0.627964189399894,0.727294369305243,0.945548517263502,0.980235851305617,0,0,0,0
"1944",21274,0.0893854748603352,0.268234448169009,0.310190127630864,0.402995541525503,0.417708261509211,0,0.1125,0.507,0.2235
"1945",21285,0.0819975339087546,0.87762028170044,0.972017705595727,1.22339179577621,1.26239026629591,0,0.083,0.865,0.3445
"1946",21287,0.0786042944785276,0.677994797318035,0.760840011604446,0.944068515045609,0.965569995524108,0,0.494,1,0.996
"1947",21288,0.0628019323671498,0.279847806959811,0.302547049994446,0.373262758374938,0.382672220275538,0.0015,0.0585,0.281,0.1855
"1948",21293,0.0492788461538462,0.191627187302814,0.199906243701861,0.226903238996899,0.229587896331947,0.164,0.886,0.9975,0.991
"1949",21300,0.0776992936427851,0.563530941996745,0.609320627728243,0.746040062993315,0.758689801764582,0.0025,0.9515,1,1
"1950",21307,0.05625,0.415826479643059,0.447272633456562,0.526264964400419,0.536745762629826,0,0.04,0.67,0.3065
"1951",21316,0.0405083399523431,0.606017900804343,0.635807494800492,0.714519961650676,0.723750855822425,0,0.243,0.825,0.66
"1952",21326,0.113905325443787,0.500566682343604,0.630913269579856,0.944096723534001,1.01041303113322,0,0,0,0
"1953",21331,0.0217588395285585,0.507793510205998,0.521480672938488,0.553999709934652,0.558431684800451,0.0195,0.604,0.8725,0.763
"1954",21336,0.0938883968113375,1.18511141950539,1.751645861732,2.45078696506251,2.60849643368048,0,0,0,0
"1955",21337,0.0813623462630085,0.849916447738982,0.942673049053937,1.16348038615998,1.18466843006428,0,0.9885,1,1
"1956",21339,0.107104413347686,1.15658170194469,1.49244313055964,2.08382687586532,2.18311492078413,0,0,0.2175,0.001
"1957",21342,0.0821917808219178,0.422131567782003,0.476503539670266,0.626457857295235,0.653231005248777,0,0,0.001,0
"1958",21348,0.0356037151702786,0.169570818287624,0.173037721734944,0.191168245854735,0.19348143398732,0.095,0.3655,0.707,0.563
"1959",21368,0.0134831460674157,0.232098901065901,0.235015039233389,0.244816242803712,0.246031247877904,0.386,0.655,0.8265,0.7945
"1960",21378,0.0956521739130435,0.382374913642256,0.423874352446852,0.546550986738297,0.557387324745483,0.0675,0.51,0.8395,0.7605
"1961",21381,0.189991518235793,2.35354198975943,7.16500732788448,24.7732004150444,30.0741861683214,0,0,0,0
"1962",21382,0.00173611111111111,0.121220438323003,0.121294761577297,0.121909733530157,0.121980415104191,0.679,0.7105,0.725,0.713
"1963",21383,0.084985835694051,0.625563017749374,0.664011535920496,0.873977851357048,0.914410053239046,0,0,0,0
"1964",21385,0.0578512396694215,0.194734258239395,0.20190557481615,0.240619841340617,0.246755247587741,0.0155,0.0785,0.224,0.1135
"1965",21390,0.036144578313253,0.324498946803081,0.33724007643661,0.375429964477728,0.379684855752125,0.0215,0.714,0.994,0.9755
"1966",21393,0.0533333333333333,0.212335343960978,0.240079918650356,0.283191956273432,0.289330766316974,0.001,0.158,0.385,0.2375
"1967",21397,0.0623916811091854,0.989476917279025,1.07790694548543,1.31796384103547,1.35591891635626,0,0.0055,0.0345,0.004
"1968",21405,0.17026825633383,0.626174028394349,1.3716198842894,3.33292453244886,3.90196622748592,0,0,0,0
"1969",21412,0.0122249388753056,0.537850898648095,0.540020380208257,0.559510505941591,0.561811578683484,0.9765,0.988,1,0.999
"1970",21416,0.109300095877277,0.275423995816121,0.352977581884135,0.513839197763886,0.545010306962682,0,0,0,0
"1971",21438,0.0333333333333333,0.768002177147918,0.80770669649689,0.890402071196266,0.902109425070694,0.025,0.178,0.2665,0.2165
"1972",21439,0.0373831775700935,0.382735063063967,0.409147979902262,0.447989125072302,0.451682906709909,0.0625,0.994,1,1
"1973",21450,0.0586387434554974,0.813573086742491,0.871182422838887,1.03804796712611,1.06152556498836,0,0.001,0.1355,0.0215
"1974",21478,0,0.293922017816399,0.293922017816399,0.293922017816399,0.293922017816399,1,1,1,1
"1975",21481,0.0688,0.758332565760493,0.825484999904324,0.993767141899644,1.01907435572132,0,0.2365,0.679,0.3905
"1976",21495,0.104125736738703,0.228711418778232,0.260499081293127,0.357963608664848,0.37264576126186,0,0.0115,0.6395,0.137
"1977",21503,0.0580431177446103,0.525590709674897,0.545694493138984,0.640022035332717,0.649987791835568,0.1925,0.8525,1,0.999
"1978",21511,0.0632090761750405,0.383844187834253,0.420369490382446,0.515370591743302,0.52818081765189,0,0.005,0.0585,0.0175
"1979",21514,0,0.165782100530264,0.165782100530264,0.165782100530264,0.165782100530264,0,0,5e-04,0
"1980",21518,0,0.164720612371023,0.164720612371023,0.164720612371023,0.164720612371023,0.0565,0.06,0.059,0.072
"1981",21522,0.0996763754045307,2.06329133378706,2.82352081494506,3.83977474923741,3.99813390905748,0,0,0.3835,0.0025
"1982",21530,0.192838196286472,1.429416566005,8.52169401121186,18.8898660525139,20.9592909249856,0,0,0,0
"1983",21537,0,0.156343016532598,0.156343016532598,0.156343016532598,0.156343016532598,0,0,0,0
"1984",21539,0.00558659217877095,0.0614688364258397,0.0614733045238987,0.0621476978176498,0.0619928659763925,1,1,1,1
"1985",21540,0.00448430493273543,0.365254754715939,0.365827525667762,0.36974254962075,0.36983802319888,1,1,1,1
"1986",21554,0.104065040650407,0.278140150005174,0.368655008416691,0.511971951918893,0.529264072340557,0,0.064,0.941,0.712
"1987",21555,0.0807050092764379,0.476826993015941,0.527234272805076,0.674416526879657,0.691896065286592,0,0.0065,0.417,0.121
"1988",21557,0.00349956255468067,0.421279508081875,0.422446021677793,0.426710556558508,0.427029332982883,1,1,1,1
"1989",21564,0,0.126780002660034,0.126780002660034,0.126780002660034,0.126780002660034,1,1,1,1
"1990",21581,0.0465648854961832,0.339403028300995,0.352922814885215,0.397574446124805,0.401372118601019,0.6495,1,1,1
"1991",21595,0.0691964285714286,0.610224440185436,0.667078363553773,0.81435063101903,0.834087108836839,0,0.2265,0.7225,0.5215
"1992",21601,0,0.127563194774801,0.127563194774801,0.127563194774801,0.127563194774801,0.062,0.0815,0.0675,0.0815
"1993",21616,0.0390781563126252,0.233166644883391,0.252013100349512,0.283776574646948,0.285921242366454,0,0.3465,0.9385,0.9085
"1994",21626,0.0566037735849057,0.210671129323663,0.22503219416257,0.269796027812585,0.275779858115669,0.0075,0.0975,0.268,0.1935
"1995",21629,0.0125858123569794,0.443094458841586,0.447637234063786,0.463662738996598,0.465320091740739,0.987,1,1,1
"1996",21638,0.0442043222003929,0.480003332464691,0.501096052844376,0.565975725372337,0.573984350478102,0.004,0.5495,0.952,0.865
"1997",21641,0.0943952802359882,0.232010838892618,0.277964418293129,0.389118481356431,0.4129566306538,0,0,0,0
"1998",21664,0.0895522388059701,0.112262515964543,0.15229477816557,0.215672177810723,0.228732042909688,0,0.0015,0.0085,0
"1999",21667,0.0666666666666667,0.582095185137981,0.600921060756937,0.710009158393358,0.724297499199158,0.562,0.8885,0.9965,0.9845
"2000",21675,0,0.102782322520888,0.102782322520888,0.102782322520888,0.102782322520888,0.9855,0.9945,0.991,0.9875
"2001",21676,0.0384615384615385,0.400480421857405,0.419128401771957,0.470804662385506,0.477793371074087,0,0.0885,0.382,0.2175
"2002",21683,0.128166915052161,2.76188202911897,9.86726357836246,18.1077182213528,19.8592528485372,0,0,0,0
"2003",21690,0.0529500756429652,0.502650237219525,0.539253961830565,0.623962935495735,0.633716652190374,0.001,0.6225,0.9815,0.9365
"2004",21698,0.102272727272727,0.924134256144147,1.22415445978709,1.82115071830659,1.96476082357561,0,0,0,0
"2005",21700,0.0785714285714286,0.127244127417282,0.144982623957723,0.181717936289592,0.186673093718765,0.0025,0.258,0.5865,0.4335
"2006",21710,0.0616822429906542,0.746273281807639,0.833582311159114,0.975280173427221,0.993445637723104,5e-04,0.955,1,0.9985
"2007",21712,0.0675675675675676,0.236231900240511,0.249381091876457,0.306150193474358,0.317746588059307,0.0205,0.09,0.174,0.076
"2008",21726,0.0192195690157251,0.540891838202143,0.552467243558727,0.585903124867626,0.590669715859649,0,0.004,0.0155,0.005
"2009",21732,0.0558784085829236,0.640146667986319,0.677566896710678,0.780238073275188,0.792172472001087,0.015,0.9995,1,1
"2010",21736,0.114906832298137,0.613421618190249,0.834399829879997,1.21228162650739,1.281536790209,0,0.001,0.089,0.003
"2011",21737,0.0695970695970696,0.75700827839719,0.873849752943915,1.05224940114929,1.06881153287367,0,0.91,1,0.999
"2012",21749,0.00338983050847458,0.138033598542247,0.139216027994571,0.140719138470044,0.14099896877443,0.0015,0.008,0.007,0.0055
"2013",21754,0.0622568093385214,0.490375996173872,0.563907880711902,0.693975900803511,0.710758750466875,0,0.007,0.2075,0.0745
"2014",21758,0.0546218487394958,1.16830202717496,1.28259392538598,1.50906275208555,1.54451846122994,0.004,0.3935,0.8295,0.696
"2015",21773,0.0491803278688525,0.766920106912705,0.813270320752683,0.932315067427583,0.947286180384443,0.0055,0.3685,0.74,0.591
"2016",21776,0.0997304582210243,0.459897864982309,0.587386297812681,0.852917175547052,0.907255593591917,0,0,0,0
"2017",21792,0.0759162303664921,0.364689650322421,0.426374057365289,0.54633291546004,0.56708886565185,0,0,0,0
"2018",21800,0.0690423162583519,0.77891081132347,0.87751085756305,1.08418421734067,1.11488778601693,0,5e-04,0.312,0.026
"2019",21809,0.0467836257309941,0.713702724879564,0.746754812095265,0.835820050371149,0.847559142937788,0.238,0.9775,1,0.9995
"2020",21810,0,0.147286104959826,0.147286104959826,0.147286104959826,0.147286104959826,0,0,0,0
"2021",21820,0.00943396226415094,0.475769346043813,0.478629132875711,0.491991473489069,0.493382137961721,0.6785,0.7825,0.8545,0.8375
"2022",21830,0.0280701754385965,0.497078894790942,0.510448435738564,0.556572188897985,0.563559967489806,0,0.014,0.0525,0.0225
"2023",21842,0.0846953937592868,1.04245459558925,1.20523018997293,1.55765340534442,1.6084733644729,0,0.068,0.7875,0.4135
"2024",21846,0.10546875,1.33303246411398,1.83715346081159,2.77838623404351,3.02129258072263,0,5e-04,0,0
"2025",21875,0.00711743772241993,0.340446095937856,0.341334844089908,0.347346262619559,0.34749512193099,1,1,1,1
"2026",21882,0.0667613636363636,0.726104641260852,0.783136925628472,0.984968120481226,1.02720238455533,0,0,0,0
"2027",21889,0.0826336721166593,0.904906511866096,1.03026491032391,1.34287979563793,1.39151123564956,0,0,0.0055,0
"2028",21893,0.0164609053497942,0.35533184560391,0.359187321110818,0.374217445855367,0.375443233432843,0.889,0.957,0.986,0.9815
"2029",21894,0.155149934810952,1.29009528292157,2.46401069018148,4.78141545902667,5.33790081663713,0,0,0,0
"2030",21905,0.00490998363338789,0.126726486528414,0.127174899740088,0.128973333433602,0.129202373483038,0.594,0.685,0.753,0.713
"2031",21928,0.0845569620253165,1.86579208080941,2.30331254142827,3.00044670123601,3.1126101729017,0,0,0.0745,0.001
"2032",21929,0.0324892498805542,0.693559192606232,0.726569321956723,0.8001269687532,0.810511306715927,0,0.0015,0.041,0.0075
"2033",21932,0.07095046854083,0.784880285911658,0.866092245122995,1.09530123145671,1.14301485515239,0,0,0,0
"2034",21938,0.0490196078431373,0.223746497136541,0.229343035626947,0.265192351316942,0.271199449168643,0.0705,0.142,0.213,0.1295
"2035",21943,0,0.1583619012806,0.1583619012806,0.1583619012806,0.1583619012806,0.065,0.0855,0.061,0.064
"2036",21945,0.0980694980694981,0.31854125368671,0.395050742461488,0.550442861159254,0.58138856812925,0,0,0,0
"2037",21957,0.0285273708558211,0.508510127498091,0.522458952659897,0.565046491459028,0.56997244203747,0.247,0.9565,1,0.9985
"2038",21959,0.0719602977667494,0.91652574845263,1.03275187541079,1.3228061010968,1.37964121119737,0,0,0,0
"2039",21974,0.11681136543015,1.00556397589279,1.31525360763772,1.88850842470356,1.97888013658269,0,0.0105,0.9475,0.384
"2040",21975,0.0306513409961686,0.59305826252292,0.606271129409685,0.660265220428118,0.666225319122876,0.3885,0.9015,0.9985,0.9855
"2041",21979,0.108337666840007,1.30424150693508,1.87475261244802,2.68499191426891,2.82967348544199,0,0,0,0
"2042",21981,0.0427236315086782,0.757250887975182,0.799201612638463,0.893140456343693,0.906171717520834,0.009,0.8255,0.986,0.958
"2043",21990,0.107142857142857,0.748963482608034,0.870674684142407,1.22310028619356,1.2829895661728,0.0035,0.078,0.1375,0.048
"2044",21993,0.0351758793969849,0.73715003753567,0.775392422612411,0.841089767700401,0.845499783641793,0.5555,0.9795,0.998,0.995
"2045",22001,0.0606833248342682,0.435496856621226,0.468621766495076,0.562271586963598,0.57546309029954,0,5e-04,0.081,0.003
"2046",22006,0.0406189555125725,0.596066005169768,0.606845205206916,0.672776518557845,0.681875888370015,0.2945,0.576,0.805,0.6805
"2047",22013,0.16,1.10921968141409,2.48825320718447,4.90783135602471,5.4931800409091,0,0,0,0
"2048",22019,0.0125523012552301,0.544293601361995,0.551488746549793,0.57185781140787,0.574210386787877,0.2525,0.525,0.701,0.626
"2049",22031,0.0733590733590734,0.500754036043696,0.552970641199363,0.697823174701609,0.719328158728377,5e-04,0.043,0.1755,0.067
"2050",22037,0.02,0.372473582437031,0.376500412217877,0.397139202057545,0.399115515290571,0.9755,0.993,0.9995,0.9985
"2051",22042,0.0710900473933649,0.361595906741144,0.400513718089979,0.499302807098979,0.511973513683433,0,0.054,0.366,0.18
"2052",22049,0.0759493670886076,0.713726429656516,0.766527278618826,0.933452432528726,0.951394883442326,0.095,0.837,0.9945,0.99
"2053",22061,0,0.143940792650614,0.143940792650614,0.143940792650614,0.143940792650614,0.699,0.71,0.72,0.693
"2054",22064,0.0649132624510353,0.579464519373734,0.616829942922007,0.750469231592274,0.769482781149449,0,0.001,0.131,0.011
"2055",22072,0.0565552699228792,0.777165191600963,0.828083677809325,0.962567540870719,0.975960588732251,0.0105,0.9345,1,1
"2056",22073,0.0657276995305164,0.231759233121419,0.259811716629482,0.309820985000438,0.316910178444662,0,0.4445,0.775,0.6265
"2057",22103,0.0886426592797784,1.01124106776736,1.21260194928515,1.61671423321279,1.68072661082288,0,0,0.001,0
"2058",22120,0.0677966101694915,0.306654963947367,0.381849130167655,0.472696269634818,0.485084758824617,0,0.0305,0.388,0.1745
"2059",22131,0.0880503144654088,0.592030728585567,0.724913361417323,0.961224054752457,1.00496236146433,0,0,0.0075,0
"2060",22147,0.119062307217767,2.07918472853667,3.0945884445629,4.99630679450764,5.50131273037133,0,0,0,0
"2061",22166,0.00792751981879955,0.445698542846885,0.454994392088171,0.46484239000125,0.465774998017866,0.846,1,1,1
"2062",22168,0.105769230769231,0.176653764468393,0.199847388817659,0.287609583885646,0.303164511238682,0.0035,0.065,0.2505,0.0865
"2063",22172,0.0701846965699208,0.695996387819258,0.737127474035736,0.920669072202711,0.950635246073658,0,0,5e-04,0
"2064",22180,0.0225752508361204,0.408310387926046,0.415633223206189,0.44100582736049,0.443582148975474,1,1,1,1
"2065",22185,0.0893470790378007,0.982330985262904,1.15858019115109,1.51915755942596,1.57422188376987,0,0,0.628,0.05
"2066",22196,0.0044543429844098,0.133721459088912,0.134586947329851,0.136452705643365,0.136776760771206,5e-04,0.001,0.001,0.001
"2067",22207,0.0423832923832924,0.522398474553334,0.550640917410673,0.626075573618906,0.637059267482614,0,0.0015,0.0865,0.0195
"2068",22208,0.00716332378223496,0.371432675670978,0.373336858763479,0.379223455501524,0.379647176817225,1,1,1,1
"2069",22228,0.10906862745098,0.222246097848517,0.27115376595613,0.433166974839494,0.483737356360163,0,0,0,0
"2070",22262,0.0311614730878187,0.368020956825691,0.37727128831948,0.40932256159822,0.412906849023101,0.587,0.998,1,1
"2071",22265,0.0861204013377926,0.878313147876829,1.06952576852387,1.43988144209561,1.51471070623216,0,0,0,0
"2072",22267,0.0975029726516052,0.317185832596931,0.37457413550693,0.537282052061628,0.577207839474698,0,0,0,0
